time,X0,X1,X2,X3,X4
0.0,1.0377607469572825,-0.007632139079596952,-0.04329602381357382,0.0191456099654572,0.05232933344229333
1.0067114093959733,1.0026398281892426,0.020833034489143826,0.013462726094061177,0.04370160648677505,-0.026091853416320275
2.0134228187919465,0.9688286160926576,0.007878230730138306,-0.032187408685951546,-0.006696519918725347,0.0335853800822237
3.0201342281879198,0.9740238743045212,0.05044801531671256,0.009582778428762796,0.021671585738613646,-0.023322602772568472
4.026845637583893,0.9262973323545538,0.05039115740131914,0.016815164863668818,0.019693686925460193,-0.00294145806013695
5.033557046979866,0.8946549326648205,0.15770016834832085,0.04030625435905805,0.028386692682315286,-0.005035824076736842
6.0402684563758395,0.8524616639439077,0.08324163810610394,0.0282650356026221,-0.032093910140896936,-0.04404489900739422
7.046979865771813,0.7951565054044455,0.12359254941049934,0.02089124876096591,0.08009701951087206,-0.039936072893038556
8.053691275167786,0.7280252852076828,0.19821892027491217,0.043201340875198016,0.07753212782359499,0.068100979482617
9.060402684563758,0.6556717324480863,0.18746947727406005,0.04511483879348472,0.011924281304933233,-9.639376648334572e-05
10.067114093959733,0.623096583686914,0.24243543465627357,0.08850537574395687,0.08336841462413969,-0.0071319482532107605
11.073825503355707,0.5540166549080144,0.24095195236833938,0.0974913582474602,0.127842296372709,0.06042990594154171
12.080536912751679,0.4681287128140874,0.23745446996771102,0.07300729058022433,0.17218099204641507,0.019323716819167298
13.087248322147651,0.3564452282162341,0.3160089590551354,0.13429324457037664,0.19077675467656588,0.04988185877491141
14.093959731543626,0.299743295997208,0.33114908718457153,0.12405780938477215,0.24474712359234277,0.07518641201004306
15.1006711409396,0.22108995096637435,0.2632109775156946,0.1990758308017628,0.29583712718776595,0.033005883781516226
16.107382550335572,0.20223766886399222,0.2843364861215829,0.21483600680165077,0.26150944229186474,0.008167500933611474
17.114093959731544,0.20230324203290392,0.2517104199645396,0.18188726524938895,0.3506832528724722,0.029156983180517577
18.120805369127517,0.11071459210443309,0.19502972046779354,0.20116767903567773,0.3539582477135833,0.02183558822503716
19.127516778523493,0.10258261973871045,0.16813755762174679,0.2316363985358183,0.42974249830004807,0.0982557902523313
20.134228187919465,0.1171763560443203,0.12783410269594836,0.2224506063386074,0.43888438287308446,0.08052320323802162
21.140939597315437,0.06880461524440412,0.11670242450124169,0.20730420614513936,0.4602443118460259,0.09726110949796023
22.147651006711413,0.12355712082200997,0.13443729551697137,0.20951823203874131,0.4900836577765197,0.08915532823248098
23.154362416107386,0.11307148166975639,0.100007580551874,0.20662417402986982,0.5061130484973382,0.0931055268618534
24.161073825503358,0.1158538713189815,0.13368498608491117,0.2080559856421993,0.49243139664880453,0.11667337434402471
25.16778523489933,0.057982151306253844,0.04802609991411922,0.20502634645435533,0.5460889080162273,0.05766392402687775
26.174496644295303,0.08309123862006695,0.05088357701009963,0.17434696233457014,0.5760869532516582,0.12082703689557103
27.18120805369128,0.09039103235973803,0.04273435885768431,0.14184587020433384,0.6061799524911711,0.12177573794341563
28.18791946308725,0.06679604900249436,0.0720724453651665,0.1731612253937836,0.569476490510658,0.12121805362002916
29.194630872483224,0.0633224503028108,0.03272882256043896,0.1715221467512954,0.5764430426476639,0.13215874710256167
30.2013422818792,0.13965208965986523,0.014021504420986406,0.1103401774373505,0.5436312747843808,0.11127799667129203
31.208053691275172,0.06204505256168486,0.03741748855581942,0.15661425411660337,0.5668598641929076,0.06483912777912965
32.214765100671144,0.08943506817639246,0.03057284461508268,0.13224655507230326,0.575624052703271,0.13671523206291628
33.22147651006712,0.11752868400361198,0.03085171006091461,0.1121136493153494,0.6362512039275393,0.08468013808404286
34.22818791946309,0.11011378348813056,0.021550464193139746,0.07716967010549033,0.6347286046919576,0.14246573611345134
