time,X0,X1,X2,X3
0.0,0.9428962956265327,0.0,0.010561289552611534,0.0
1.0067114093959733,0.9604781203104878,0.0035239753380947184,0.008652275781714727,0.0009700181750111033
2.0134228187919465,0.992113597667081,0.006373970406175893,0.009146054936536098,0.0019183963536933124
3.0201342281879198,0.9514707647258472,0.00858952581713907,0.009682856701437193,0.002849833277474238
4.026845637583893,0.9454478137141867,0.010878242952912124,0.011117851420511918,0.0039014712702204603
5.033557046979866,0.9712049477397136,0.012223819901618116,0.011941880665155327,0.005070845004233048
6.0402684563758395,1.0409946042730094,0.0144666268008037,0.014151076283831502,0.0065551252212663665
7.046979865771813,0.9675990386862905,0.018227760452787223,0.015518508444185522,0.007909057607860542
8.053691275167786,0.95169900496937,0.020605854123682283,0.018014028837495786,0.009287660913066547
9.060402684563758,0.90865642438673,0.02257117799346224,0.019374421297133595,0.01131741736678116
10.067114093959733,0.9728812635016384,0.025515135067096368,0.022569753388992732,0.013497004030037802
11.073825503355707,0.9526299182964527,0.027407849982826867,0.025255063502010785,0.016004152727432688
12.080536912751679,0.9518484133401299,0.032806273357648845,0.02761723514223736,0.019014158433963986
13.087248322147651,0.8900016585124855,0.03629213764503257,0.03263705733513152,0.02168839551688181
14.093959731543626,0.8782036949578226,0.03964106701423132,0.038755312643776706,0.02635040912894733
15.1006711409396,0.8972556428386786,0.04613958938201292,0.04248548016149187,0.029425980119850616
16.107382550335572,0.8795842799986443,0.05465434479460284,0.04727659793864356,0.03409988780691668
17.114093959731544,0.857966434359362,0.06248466249788511,0.05573680066524295,0.040118904501231706
18.120805369127517,0.8289190068890564,0.06945843016950068,0.062255310628134254,0.04385928089130584
19.127516778523493,0.8393326493926874,0.07544231128195965,0.06818002257280664,0.05084095940505317
20.134228187919465,0.7889808151416366,0.08279674010241866,0.07781829488227944,0.059505225285535236
21.140939597315437,0.7952192009894812,0.09274533603172175,0.08679706629345522,0.06910569816098312
22.147651006711413,0.7067352531522036,0.09944842405948136,0.10121199301664205,0.07589722660941417
23.154362416107386,0.682399839899786,0.10466315852192647,0.10297968729968592,0.0845449534424086
24.161073825503358,0.6619459501025585,0.11030815294226798,0.11766863735589635,0.10048409331309437
